sentence,sentiment,label
متاسفم که این موضوع را نادیده گرفتم.,ASHAMED,3
احساس پشیمانی عمیقی دارم برای رفتارم.,ASHAMED,3
دست به سینه می‌گویم متاسفم از این رفتار.,ASHAMED,3
خجالت می‌کشم از خطایی که انجام دادم.,ASHAMED,3
شرمسار شده‌ام به خاطر رفتار ناروا.,ASHAMED,3
متاسفم که این موضوع را نادیده گرفتم.,ASHAMED,3
احساس پشیمانی عمیقی دارم برای رفتارم.,ASHAMED,3
دست به سینه می‌گویم متاسفم از این رفتار.,ASHAMED,3
خجالت می‌کشم از خطایی که انجام دادم.,ASHAMED,3
شرمسار شده‌ام به خاطر رفتار ناروا.,ASHAMED,3
متاسفم که این موضوع را نادیده گرفتم.,ASHAMED,3
احساس پشیمانی عمیقی دارم برای رفتارم.,ASHAMED,3
دست به سینه می‌گویم متاسفم از این رفتار.,ASHAMED,3
خجالت می‌کشم از خطایی که انجام دادم.,ASHAMED,3
شرمسار شده‌ام به خاطر رفتار ناروا.,ASHAMED,3
متاسفم که این موضوع را نادیده گرفتم.,ASHAMED,3
احساس پشیمانی عمیقی دارم برای رفتارم.,ASHAMED,3
دست به سینه می‌گویم متاسفم از این رفتار.,ASHAMED,3
خجالت می‌کشم از خطایی که انجام دادم.,ASHAMED,3
شرمسار شده‌ام به خاطر رفتار ناروا.,ASHAMED,3
متاسفم که این موضوع را نادیده گرفتم.,ASHAMED,3
احساس پشیمانی عمیقی دارم برای رفتارم.,ASHAMED,3
دست به سینه می‌گویم متاسفم از این رفتار.,ASHAMED,3
خجالت می‌کشم از خطایی که انجام دادم.,ASHAMED,3
شرمسار شده‌ام به خاطر رفتار ناروا.,ASHAMED,3
متاسفم که این موضوع را نادیده گرفتم.,ASHAMED,3
من خیلی ناراحتم.,DISAPPOINTED,4
احساس ناامیدی می‌کنم.,DISAPPOINTED,4
دلم شکسته است.,DISAPPOINTED,4
متاسفانه خیلی ناراحت شدم.,DISAPPOINTED,4
بسیار ناامید شده‌ام.,DISAPPOINTED,4
نتوانستم توقع بگذارم.,DISAPPOINTED,4
با وضعیت فعلی خیلی راضی نیستم.,DISAPPOINTED,4
از نتیجه‌ای که به دست آمد ناراحتم.,DISAPPOINTED,4
نتوانستم به انتظارات خود برسم.,DISAPPOINTED,4
احساس ناکامی و ناامیدی می‌کنم.,DISAPPOINTED,4
امیدوار بودم بهتر از این باشد.,DISAPPOINTED,4
از پاسخ نامطلوبی که گرفتم ناراحتم.,DISAPPOINTED,4
ناراحت شده‌ام که اینطوری شد.,DISAPPOINTED,4
خیلی خیلی ناامید شده‌ام.,DISAPPOINTED,4
احساس تلخی در دلم دارم.,DISAPPOINTED,4
نتوانستم به اندازه‌ی کافی به دستاوردهایم افتخار کنم.,DISAPPOINTED,4
به خاطر نتیجه‌ای که به دست آمد ناراحت شدم.,DISAPPOINTED,4
با اینکه تلاش کردم، نتوانستم موفق شوم.,DISAPPOINTED,4
به نتیجه‌ای که به دست آوردم راضی نیستم.,DISAPPOINTED,4
احساس ناکامی و شکست خوردن دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم.,DISAPPOINTED,4
از تلاشم خسته شدم و ناراحتم.,DISAPPOINTED,4
نتوانستم انتظاراتم را برآورده کنم.,DISAPPOINTED,4
احساس ناکامی و شکست خوردن به دست آمده است.,DISAPPOINTED,4
به خاطر وقتی و انرژی که صرف کردم ناراحت شدم.,DISAPPOINTED,4
از نتیجه‌ای که به دست آمد خیلی ناراضی هستم.,DISAPPOINTED,4
احساس ناامیدی و ناراحتی عمیقی دارم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به نتیجه‌ای برسم.,DISAPPOINTED,4
از عدم دستیابی به هدفم ناامید شده‌ام.,DISAPPOINTED,4
احساس شکست در دلم را می‌کنم.,DISAPPOINTED,4
ناراحت شده‌ام که توقع‌هایم برآورده نشد.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به انتظاراتم برسم.,DISAPPOINTED,4
احساس ناکامی و ناامیدی عمیقی دارم.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد خیلی تلخ است.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی عمیقی دارم که توانستم به نتیجه‌ای برسم.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
من خیلی ناراحتم.,DISAPPOINTED,4
احساس ناامیدی می‌کنم.,DISAPPOINTED,4
دلم شکسته است.,DISAPPOINTED,4
متاسفانه خیلی ناراحت شدم.,DISAPPOINTED,4
بسیار ناامید شده‌ام.,DISAPPOINTED,4
از نتیجه‌ای که به دست آمده ناراحتم.,DISAPPOINTED,4
به امید بیشتری بودم.,DISAPPOINTED,4
از نتیجه انتظار بیشتری داشتم.,DISAPPOINTED,4
احساس ناکامی می‌کنم.,DISAPPOINTED,4
خیلی ناامید شده‌ام از این وضعیت.,DISAPPOINTED,4
از خودم ناراحتم.,DISAPPOINTED,4
نتوانستم به انتظارات خودم برسم.,DISAPPOINTED,4
خیلی امیدوار بودم ولی نشد.,DISAPPOINTED,4
به امید بهتری خیلی ناراحت شدم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم.,DISAPPOINTED,4
به خاطر نتیجه ناراحت شدم.,DISAPPOINTED,4
به امید بهتری خیلی انتظار داشتم.,DISAPPOINTED,4
به امید بیشتری انتظار داشتم.,DISAPPOINTED,4
دلم شکسته از این نتیجه است.,DISAPPOINTED,4
خیلی انتظار داشتم ولی نشد.,DISAPPOINTED,4
با این نتیجه خیلی ناراحت شدم.,DISAPPOINTED,4
به خاطر عدم رسیدن به اهدافم ناراحتم.,DISAPPOINTED,4
به خاطر نتیجه‌ای که به دست آمد ناراحتم.,DISAPPOINTED,4
نتوانستم به انتظاراتم برسم و این ناراحتم کرده است.,DISAPPOINTED,4
به امید بهتری خیلی ناراحت شده‌ام.,DISAPPOINTED,4
دلم شکسته از نتیجه‌ای که به دست آمد.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شدم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتی را به دست آورده است.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحتم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم.,DISAPPOINTED,4
به خاطر نتیجه‌ای که به دست آمده ناراحتم شده است.,DISAPPOINTED,4
به امید بهتری انتظار بیشتری داشتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
به خاطر نتوانستن به انتظاراتم برسم ناراحت شدم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم و این احساس ناکامی را به دست آورده است و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
دست آورده است و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم و این احساس ناکامی را به دست آورده است و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم و این احساس ناکامی را به دست آورده است و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم و این احساس ناکامی را به دست آورده است و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
خیلی ناراحت شده‌ام که به امید بهتری رسیدم و این احساس ناکامی را به دست آورده است و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
دلم شکسته از نتوانستن به اهدافم برسم و این ناراحتی را احساس می‌کنم.,DISAPPOINTED,4
به خاطر اینکه به انتظار بیشتری بودم ناراحت شده‌ام و احساس ناامیدی بیشتری دارم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این احساس ناکامی را به دست آورده است و ناراحتی بیشتری را تجربه می‌کنم.,DISAPPOINTED,4
به خاطر اینکه نتوانستم به انتظاراتم برسم ناراحت شدم و این احساس ناکامی را تجربه می‌کنم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
این نتیجه برایم بسیار ناامیدکننده است.,DISAPPOINTED,4
احساس ناامیدی عمیقی دارم.,DISAPPOINTED,4
دلم شکسته است.,DISAPPOINTED,4
متأسفانه خیلی ناراحت شدم.,DISAPPOINTED,4
بسیار ناامید شده‌ام.,DISAPPOINTED,4
از نتیجه‌ای که به دست آمده ناراحتم.,DISAPPOINTED,4
انتظار بیشتری داشتم.,DISAPPOINTED,4
به خاطر نتیجه‌ای که به دست آمده ناراحتم شده است.,DISAPPOINTED,4
احساس ناکامی می‌کنم.,DISAPPOINTED,4
از عدم رسیدن به اهدافم ناراحتم.,DISAPPOINTED,4
احساس ناامیدی و ناراحتی عمیقی در دلم دارم.,DISAPPOINTED,4
به امید بهتری خیلی ناراحت شدم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
این نتیجه برایم بسیار ناامیدکننده است.,DISAPPOINTED,4
احساس ناامیدی عمیقی دارم.,DISAPPOINTED,4
دلم شکسته است.,DISAPPOINTED,4
متأسفانه خیلی ناراحت شدم.,DISAPPOINTED,4
بسیار ناامید شده‌ام.,DISAPPOINTED,4
از نتیجه‌ای که به دست آمده ناراحتم.,DISAPPOINTED,4
انتظار بیشتری داشتم.,DISAPPOINTED,4
به خاطر نتیجه‌ای که به دست آمده ناراحتم شده است.,DISAPPOINTED,4
احساس ناکامی می‌کنم.,DISAPPOINTED,4
از عدم رسیدن به اهدافم ناراحتم.,DISAPPOINTED,4
احساس ناامیدی و ناراحتی عمیقی در دلم دارم.,DISAPPOINTED,4
به امید بهتری خیلی ناراحت شدم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
احساس ناامیدی و ناراحتی عمیقی در دلم دارم.,DISAPPOINTED,4
به امید بهتری خیلی ناراحت شدم.,DISAPPOINTED,4
احساس ناامیدی و ناراحتی عمیقی در دلم دارم.,DISAPPOINTED,4
به امید بهتری خیلی ناراحت شدم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
احساس شکست و ناامیدی عمیقی دارم که توانستم به انتظاراتم برسم.,DISAPPOINTED,4
با این همه تلاش که کردم، نتوانستم به هدفم برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
احساس شکست و ناراحتی بزرگی در دلم دارم که توانستم به امیدهایم برسم.,DISAPPOINTED,4
نتوانستم به نتیجه‌ای برسم و این احساس ناکامی را به دست آورده است.,DISAPPOINTED,4
بسیار ناراحت شده‌ام که اینجا رسیدیم و انتظاراتم برآورده نشد.,DISAPPOINTED,4
دلم برای نتیجه‌ای که به دست آمد بسیار تلخ است و ناراحتم.,DISAPPOINTED,4
نتوانستم به امیدهایم برسم و این ناراحتم را بیشتر کرده است.,DISAPPOINTED,4
